host,port,state,service,risk,policy_violation,vulnerability_class,vulnerability_description,attack_vector,mitigation,references,product,version,intrusion_indicator,notes
127.0.0.1,3648,filtered,,high,True,policy violation — non-443 exposure,"TCP/3648 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3649,filtered,,high,True,policy violation — non-443 exposure,"TCP/3649 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3650,filtered,,high,True,policy violation — non-443 exposure,"TCP/3650 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3651,filtered,,high,True,policy violation — non-443 exposure,"TCP/3651 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3652,filtered,,high,True,policy violation — non-443 exposure,"TCP/3652 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3653,filtered,,high,True,policy violation — non-443 exposure,"TCP/3653 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3654,filtered,,high,True,policy violation — non-443 exposure,"TCP/3654 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3655,filtered,,high,True,policy violation — non-443 exposure,"TCP/3655 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3656,filtered,,high,True,policy violation — non-443 exposure,"TCP/3656 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3657,filtered,,high,True,policy violation — non-443 exposure,"TCP/3657 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3658,filtered,,high,True,policy violation — non-443 exposure,"TCP/3658 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3659,filtered,,high,True,policy violation — non-443 exposure,"TCP/3659 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3660,filtered,,high,True,policy violation — non-443 exposure,"TCP/3660 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3661,filtered,,high,True,policy violation — non-443 exposure,"TCP/3661 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3662,filtered,,high,True,policy violation — non-443 exposure,"TCP/3662 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3663,filtered,,high,True,policy violation — non-443 exposure,"TCP/3663 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3664,filtered,,high,True,policy violation — non-443 exposure,"TCP/3664 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3665,filtered,,high,True,policy violation — non-443 exposure,"TCP/3665 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3666,filtered,,high,True,policy violation — non-443 exposure,"TCP/3666 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3667,filtered,,high,True,policy violation — non-443 exposure,"TCP/3667 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3668,filtered,,high,True,policy violation — non-443 exposure,"TCP/3668 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3669,filtered,,high,True,policy violation — non-443 exposure,"TCP/3669 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3670,filtered,,high,True,policy violation — non-443 exposure,"TCP/3670 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3671,filtered,,high,True,policy violation — non-443 exposure,"TCP/3671 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3672,filtered,,high,True,policy violation — non-443 exposure,"TCP/3672 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3673,filtered,,high,True,policy violation — non-443 exposure,"TCP/3673 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3674,filtered,,high,True,policy violation — non-443 exposure,"TCP/3674 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3675,filtered,,high,True,policy violation — non-443 exposure,"TCP/3675 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3676,filtered,,high,True,policy violation — non-443 exposure,"TCP/3676 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3677,filtered,,high,True,policy violation — non-443 exposure,"TCP/3677 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3678,filtered,,high,True,policy violation — non-443 exposure,"TCP/3678 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3679,filtered,,high,True,policy violation — non-443 exposure,"TCP/3679 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3680,filtered,,high,True,policy violation — non-443 exposure,"TCP/3680 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3681,filtered,,high,True,policy violation — non-443 exposure,"TCP/3681 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3682,filtered,,high,True,policy violation — non-443 exposure,"TCP/3682 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3683,filtered,,high,True,policy violation — non-443 exposure,"TCP/3683 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3684,filtered,,high,True,policy violation — non-443 exposure,"TCP/3684 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3685,filtered,,high,True,policy violation — non-443 exposure,"TCP/3685 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3686,filtered,,high,True,policy violation — non-443 exposure,"TCP/3686 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3687,filtered,,high,True,policy violation — non-443 exposure,"TCP/3687 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3688,filtered,,high,True,policy violation — non-443 exposure,"TCP/3688 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3689,filtered,,high,True,policy violation — non-443 exposure,"TCP/3689 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3690,filtered,,high,True,policy violation — non-443 exposure,"TCP/3690 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3691,filtered,,high,True,policy violation — non-443 exposure,"TCP/3691 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3692,filtered,,high,True,policy violation — non-443 exposure,"TCP/3692 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3693,filtered,,high,True,policy violation — non-443 exposure,"TCP/3693 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3694,filtered,,high,True,policy violation — non-443 exposure,"TCP/3694 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3695,filtered,,high,True,policy violation — non-443 exposure,"TCP/3695 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3696,filtered,,high,True,policy violation — non-443 exposure,"TCP/3696 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3697,filtered,,high,True,policy violation — non-443 exposure,"TCP/3697 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3698,filtered,,high,True,policy violation — non-443 exposure,"TCP/3698 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3699,filtered,,high,True,policy violation — non-443 exposure,"TCP/3699 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3700,filtered,,high,True,policy violation — non-443 exposure,"TCP/3700 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3701,filtered,,high,True,policy violation — non-443 exposure,"TCP/3701 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
127.0.0.1,3702,filtered,ws-discovery,high,True,policy violation — non-443 exposure,"TCP/3702 (registered service port) is reachable. Enterprise policy permits HTTPS/443 only; any other open or filtered port is a potential lateral-movement entry point and must be closed, justified, or moved behind a bastion.","Adversaries fingerprint the listening service and pivot via known CVEs, default credentials, or protocol-level weaknesses.","Close the port at the host firewall and the perimeter, or document the exception with compensating controls (mTLS, allow-list, MFA, segmentation).","['CWE-1188', 'CIS Controls 4.5', 'NIST 800-53 SC-7']",,,False,socket-probe
